,postId,wordLevel,videoSpeed,subtitleLengthRatio,sectionLength,wordList
140,12218,13.71,18.62,0.6,2,"[do, you, ever, get, nervous, before, a, presentation, i, know, and, would, maintain, that, anyone, who, gives, speech, anywhere, feels, at, least, butterflies, in, their, stomach, they, up, on, stage, well, here, to, give, an, exercise, will, help, eradicate, some, of, those, physiological, effects, called, the, penguin, so, stand, this, with, me, right, now, take, your, shoulders, push, them, ears, gonna, hold, it, for, about, 10, seconds, point, where, little, uncomfortable, as, can, see, doing, if, want, call, because, fun, waddle, around, gets, energy, out, too, holding, may, feel, shaking, start, happen, okay, part, process, then, after, 15, deep, breath, ...]"
141,12220,31.79,12.39,0.31,3,"[each, year, one, of, best, images, is, used, to, celebrate, the, anniversary, launch, date, 24th, april, 1990, many, these, yearly, have, been, truly, spectacular, take, eighth, offering, a, technicolor, image, saturn, or, this, tolkienesque, view, carina, nebula, 20, years, much, more, delicate, galactic, rose, in, that, followed, and, star-speckled, tarantula, released, 2012, hubble, sometimes, particularly, popular, targets, horsehead, for, example, 2001, murky, celestial, cloud, 11, operation, some, 12, later, new, infrared, commemorated, 23-year, milestone, shows, fragile, structure, with, pink-hued, gas, museums, science, centers, other, institutes, across, europe, taken, part, simultaneous, unveiling, 25th-anniversary, dazzling, westerlund, 2, young, open, cluster, rich, collection, ...]"
142,12222,30.45,15.67,0.02,4,"[why, anyone, buy, my, lemonade, the, best, ever, glad, you, asked, jimmy, otherwise, be, standing, here, with, this, microphone, and, script, for, no, apparent, reason, where, are, mister, current, location, is, unimportant, okay, wanna, some, well, i, afraid, your, point-of-purchase, branding, simply, unappealing, undefined, quite, easy, to, ignore, ah, hey, yes, james, now, an, intelligent, question, a, more, businesspeople, like, yourself, should, asking, just, disembodied, voice, tell, zowie, lucky, so, what, art, science, of, defining, differentiating, public, oh, cool, logo, not, fast, fella, big, difference, between, identity, brand, fooling, young, beverage, entrepreneur, logos, graphics, merely, trappings, window, dressings, sure, they, ...]"
143,12224,21.93,17.43,0.63,3,"[hamburger, history, briefly, the, of, is, a, bit, but, for, fun, we, can, go, back, as, far, 13th, century, apparently, they, used, to, shove, bits, raw, mutton, under, their, saddles, rode, tenderizing, dinner, soon, after, russians, adopted, minced, beef, added, spices, and, eventually, dish, made, its, way, all, germany, 300, years, later, where, chopped, was, served, cooked, or, germans, immigrating, united, states, in, mid-19th, had, leave, out, port, hamburg, would, sometimes, have, wait, months, passage, it, been, at, this, point, that, developed, local, called, steak, which, on, plate, with, potatoes, gravy, upon, arriving, new, york, city, found, familiar, food, also, ...]"
144,12127,22.84,14.69,0.17,3,"[have, you, ever, heard, a, recording, of, yourself, played, back, to, and, thought, ugh, why, do, i, sound, like, that, usually, our, voices, deeper, but, when, the, way, everyone, else, hears, them, higher, tinnier, so, does, it, different, we, hate, much, well, your, voice, reaches, inner, ear, in, two, ways, vocal, folds, throat, vibrate, creating, waves, travel, through, air, those, vibrations, also, conduct, body, particularly, skull, bones, skulls, lower, frequency, these, latter, as, they, bounce, around, inside, throats, mouths, necks, before, reaching, cochlea, fleshy, tissue, heads, surrounding, spread, out, their, pitch, enhance, lower-frequency, sounds, fuller, hear, on, get, filtered, flesh, ...]"
145,12312,19.27,19.29,0.17,2,"[how, you, spiral-cut, a, hot, dog, spear, the, directly, through, its, center, with, skewer, but, if, mess, up, worry, meat, is, quite, forgiving, so, can, back, out, bit, and, start, again, hold, knife, at, slight, angle, cut, all, way, down, to, as, roll, away, from, edge, pull, it, ready, grill, now, why, would, wanna, do, this, well, there, are, many, benefits, for, one, they, cook, straight, an, arrow, allowing, even, char, on, sides, then, fit, in, bun, perfectly, spiral, also, creates, more, surface, area, get, crispy, caramelized, goodness, threads, form, little, small, chunky, like, relish, grilled, onions, slide, around, looks, ...]"
146,12318,17.85,12.24,0.17,8,"[twenty-five, years, been, working, on, building, when, i, first, built, my, treehouse, they, allow, me, to, apply, for, a, permit, because, known, of, anybody, that, had, gotten, the, foundation, these, is, living, tree, and, plus, nothing, written, in, code, it, took, eight, basically, get, new, industry, name, michael, garnier, owner, out, about, treesort, highest, concentration, world, from, standpoint, movement, 25, are, becoming, more, adult, treehouse-building, show, called, masters, you, know, raised, awareness, demand, last, year, treehouse-park, business, has, probably, doubled, people, using, them, offices, guest, bedrooms, rentals, not, just, kids, anymore, was, strategy, having, own, life, creating, something, fun, lifestyle, ...]"
147,12316,27.19,15.45,0.0,2,"[today, be, talking, about, the, correct, posture, for, ball-striking, plays, a, vital, role, in, golf, swing, with, you, can, execute, balance, and, power, puts, position, to, club, without, any, manipulation, consistent, results, an, athletic, setup, which, helps, create, it, also, creates, angle, your, right-handed, golfer, should, use, following, set, feet, shoulder-width, apart, outside, of, shoulders, fit, inside, flex, knees, only, slightly, good, over, balls, tension-free, bend, at, hips, never, allow, spine, slouch, angled, forward, towards, ball, enough, right, shaft, will, become, hub, make, sure, that, weight, is, centered, on, too, much, heels, or, toes, tilt, this, side, keeps, head, behind, ...]"
148,12214,13.33,13.47,0.33,1,"[rather, than, buying, a, garden, apron, that, you, know, is, gonna, get, dirty, make, one, out, of, an, old, pair, jeans, instead, start, by, cutting, off, the, legs, inch, below, back, pockets, then, flip, it, over, and, starting, from, zipper, cut, right, waistband, to, side, seam, on, each, down, your, finished, just, put, around, waist, fasten, button, like, would, regular, pants, great, thing, are, wonderful, for, putting, in, seeds, or, anything, else, might, need]"
149,12311,23.08,13.83,0.13,3,"[credit, made, clearer, how, to, shop, safely, online, contrary, popular, opinion, the, internet, just, a, place, look, at, cats, and, mildly, amusing, finance, tips, also, buy, things, but, cyberspace, is, not, without, its, dangers, there, are, cyber, out, so, important, protect, yourself, luckily, trevor, our, in-house, safety, ninja, on, hand, help, with, his, take, it, away, trev, rule, 1, keep, your, computer, protected, all, times, yes, little, protection, now, could, you, lot, safer, in, long, run, check, that, has, firewall, enabled, software, up, date, use, password, difficult, guess, never, open, attachments, from, sources, trust, 2, good, guys, if, dealing, an, ...]"
150,12593,25.0,16.74,0.56,4,"[does, your, birth, month, the, that, you, were, born, in, affect, diseases, develop, lifetime, so, there, are, large, amounts, of, new, clinical, data, becoming, available, every, day, time, we, go, to, doctor, get, a, prescription, filled, is, being, recorded, about, us, our, hospital, recording, and, can, use, study, what, happens, when, patients, take, drugs, adverse, events, occur, work, for, them, had, very, set, here, at, columbia, university, medical, center, approximately, 1, 7, million, people, who, have, been, from, 1900, 2000, seen, examined, 600, birth-month, looked, significant, where, particular, months, or, seasons, year, seem, indicate, higher, risk, developing, disease, overall, found, ...]"
151,12594,29.85,13.9,0.5,2,"[today, with, social, and, economic, inequality, growing, worldwide, millions, of, people, are, connected, by, the, idea, that, it, is, possible, to, do, business, on, a, human, scale, make, money, something, good, for, community, called, entrepreneurship, new, creative, approach, engagements, services, there, numerous, organizations, operating, in, our, country, we, call, enterprises, enterprise, just, like, any, other, its, work, charged, at, market, rates, generates, profit, what, makes, way, used, serves, fulfill, clear, missions, not, serve, enlarge, wealth, their, owners, or, shareholders, they, operate, order, contribute, equality, improve, living, conditions, generated, reinvested, realizing, goals, job, creation, inclusion, cultural, needs, health, care, preservation, environment, ...]"
152,12605,25.55,14.85,0.2,8,"[all, right, so, an, introvert, walks, into, a, bar, and, no, wait, not, is, it, hey, if, large, party, looks, as, daunting, to, you, overdue, trip, the, dentist, alone, in, fact, might, be, one, of, estimated, 30, percent, population, introverted, wellcast, for, got, five-step, method, getting, through, even, enjoying, parties, but, first, gonna, explain, little, bit, science, behind, why, that, mound, people, at, chips, dip, stressing, out, much, most, echo, greta, famous, statement, i, never, said, want, only, left, dislike, social, interactions, they, just, prefer, with, small, group, friends, research, shows, from, very, young, age, react, things, different, way, than, ...]"
153,12597,34.52,14.35,0.0,6,"[in, many, parts, of, the, world, rice, is, main, grain, fact, it, a, food, staple, for, nearly, half, population, native, to, asia, has, been, grown, and, consumed, thousands, years, but, today, machines, do, much, harvesting, processing, order, feed, enormous, demand, these, perfectly, formed, kernels, are, essentially, crop, that, allowed, go, seed, after, about, 150, days, growth, ready, harvest, machinery, strips, from, stalks, also, out, some, empty, trucks, transport, storage, facilities, they, into, grated, opening, at, receiving, pit, grates, filter, larger, debris, chain, conveyor, moves, up, warehouses, inside, fans, blow, air, through, mountain, lower, moisture, content, substantially, with, sufficiently, dried, on, ...]"
154,12601,24.14,14.42,0.46,2,"[so, imagine, a, world, parliament, 193, voices, gathering, together, in, new, york, to, deliberate, over, matters, of, peace, and, security, the, united, nations, was, established, 1945, with, signatory, 50, countries, for, express, purpose, preventing, outbreak, war, averting, has, many, parts, it, deals, instance, economics, social, policy, human, rights, culture, but, most, important, un, are, council, which, five, permanent, members, who, responsible, controlling, its, these, france, britain, states, china, russia, other, body, that, is, very, where, all, meet, come, general, assembly, both, pass, what, called, resolutions, make, been, eradicating, polio, africa, dealing, problems, debt, or, diseases, spreading, making, sure, observed, famous, ...]"
155,12603,37.41,13.54,0.21,6,"[soy, sauce, is, a, staple, of, asian, cuisine, used, as, both, condiment, and, cooking, ingredient, its, roots, are, in, the, seasonings, ancient, china, today, you, can, buy, artificial, or, chemically, enhanced, versions, but, authentic, all-natural, made, traditional, way, by, brewing, soybeans, wheat, at, this, small, company, they, use, centuries-old, slow-fermentation, method, just, five, ingredients, water, sea, salt, yeast, begin, pouring, into, device, called, steam, kettle, after, thoroughly, rinsing, twice, fill, with, then, close, lid, boil, beans, for, four, hours, meanwhile, pan-roast, skillet, about, 25, minutes, put, roasted, through, mill, steel, rollers, crack, each, grain, several, pieces, will, enable, to, better, ...]"
156,12673,14.75,13.12,0.22,5,"[hello, fellow, travelers, welcome, recently, i, talked, about, traveling, alone, and, how, absolutely, fulfilling, exciting, amazing, it, can, be, but, today, thought, would, take, that, topic, a, step, further, because, yes, is, being, also, great, way, to, meet, new, people, the, first, thing, you, have, do, turn, on, very, elusive, sixth, sense, seventh, eighth, if, want, or, strike, up, conversation, with, stranger, are, going, sensitive, around, so, read, signs, send, out, right, signals, here, some, dos, meeting, easier, than, think, promise, of, all, gotta, choose, location, bars, early, hours, none, those, 4, m, conversations, any, restaurant, has, communal, table, fantastic, ...]"
157,12665,25.37,10.63,0.1,1,"[tying, rebar, is, hard, physical, work, also, an, example, of, a, job, that, involves, repetitive, use, the, wrist, can, cause, problems, such, as, carpal, tunnel, syndrome, condition, interferes, with, hand, caused, when, too, much, pressure, put, on, nerve, runs, through, to, understand, it, helps, anatomy, contains, and, nerves, inside, narrow, this, has, fixed, diameter, in, symptoms, occur, there, median, bones, causes, some, include, tingling, pins, needles]"
158,12667,22.65,12.57,0.11,4,"[in, an, age, of, technology, and, progress, why, do, we, persevere, with, the, flawed, umbrella, come, from, rain, close, got, a, wet, floor, this, is, just, one, many, problems, current, design, meet, engineer, jenan, kazim, inventor, kazbrella, it, our, nature, as, human, beings, to, improve, things, when, i, see, something, wrong, have, work, try, find, solution, faulty, has, been, us, for, 3, 000, years, think, can, better, who, want, patented, mechanism, developed, encloses, canopy, on, inside, leaving, dry, side, handle, does, without, compromising, familiar, look, usability, finally, after, research, development, bring, first, you, kickstarter, coming, simply, would, normal, then, drip-free, ...]"
159,12669,22.01,12.58,0.13,7,"[next, is, a, young, woman, who, moved, from, nashville, to, new, york, this, year, and, seems, bent, on, global, domination, her, parents, named, after, james, taylor, fans, are, called, if, you, guessed, name, by, now, clearly, living, under, very, large, rock, one, magazine, headline, said, it, best, swift, the, music, industry, could, say, there, was, song, that, just, shake, off, giant, hit, single, album, 1989, sold, over, million, copies, its, first, week, unheard, of, these, days, only, go, platinum, in, 2014, one-time, teen, country, singer, became, pop, powerhouse, one-woman, exception, rule, digital, age, artists, cannot, make, money, selling, records, your, ...]"
160,12671,23.83,12.8,0.3,5,"[now, here, are, some, ways, you, can, incorporate, appropriate, body, language, into, your, speeches, eye, contact, have, ever, conversed, with, someone, who, did, not, look, at, directly, the, person, looked, over, shoulder, above, head, floor, their, phone, or, even, else, everywhere, but, how, does, that, make, feel, most, likely, doubted, interest, honesty, and, confidence, may, felt, excluded, ignored, truth, is, plays, a, major, role, in, people, perceive, one, another, as, speaker, must, pay, special, attention, to, it, establishing, audience, prerequisite, for, being, able, project, create, bond, just, pass, gaze, throughout, room, instead, try, focus, on, individual, listeners, construct, them, by, ...]"
161,12675,13.88,14.88,0.09,8,"[hello, jay, taylor, and, here, to, help, you, deal, more, effectively, with, angry, customers, now, we, all, know, that, who, keep, your, company, in, business, job, is, satisfy, as, many, possibly, can, because, well, face, it, keeping, just, important, getting, them, be, internal, or, external, over, the, telephone, way, same, so, how, do, oh, hi, sorry, waiting, my, name, paul, may, i, tell, me, am, mrs, decker, bought, these, shoes, last, week, wear, wedding, this, morning, tried, on, before, could, walk, mirror, heel, broke, saturday, dress, fine, shoe, dead, sick, tired, first, feelings, apologize, situation, occurred, come, discuss, please, must, ...]"
162,12910,26.2,15.17,0.19,5,"[hi, dr, kiki, sanford, and, today, on, food, science, gonna, show, you, what, steak, coffee, beans, caramel, toast, have, in, common, so, do, anyway, they, all, gain, special, odors, flavors, when, cooked, because, of, a, process, called, non-enzymatic, browning, there, are, two, kinds, reactions, that, take, place, the, sugars, caramelization, maillard, reaction, is, interaction, with, but, amino, acids, most, basic, kitchen, melting, sugar, into, syrup, easiest, to, caramelize, if, use, water, allows, more, even, heating, it, reduces, possibility, burning, also, helps, out, chemical, taking, give, little, mix, white, table, made, up, sucrose, gets, broken, down, fructose, glucose, heat, added, need, ...]"
163,12740,23.88,18.17,0.6,1,"[slicing, cherry, tomatoes, one, by, is, fine, if, you, need, to, cut, only, a, few, but, have, large, bunch, for, say, pasta, dish, or, salad, it, quickly, becomes, tedious, and, time-consuming, way, quantity, in, fell, swoop, take, two, identical, plastic, lids, place, lid, down, dump, the, top, with, second, then, slice, through, gap, done, of, sliced, barely, any, effort, fraction, time, taken, them, individually]"
164,12908,17.04,13.76,0.36,3,"[many, hotel, reservations, worth, the, paper, printed, on, or, electrons, that, render, them, your, computer, screen, here, are, some, of, most, common, problems, encounter, first, lost, reservation, although, website, may, generate, a, number, guests, try, to, check, in, only, find, no, ever, heard, workaround, is, always, call, verify, even, if, you, made, directly, another, problem, with, hotels, overbooking, properties, routinely, accept, more, than, they, have, rooms, because, certain, percentage, their, will, be, but, all, show, up, fix, out, it, walk, comparable, which, means, send, different, and, pay, for, lodging, one, getting, wrong, dates, can, confusing, sometimes, arrive, night, stay, until, ...]"
165,12912,29.38,14.24,0.5,7,"[why, am, i, afraid, of, heights, you, are, because, the, acquired, instincts, that, your, ancestors, gave, tell, very, dangerous, things, back, in, prehistoric, times, when, people, wore, animal, furs, and, lived, caves, life, was, full, mortal, danger, lots, could, kill, a, saber-toothed, tiger, eat, woolly, mammoth, sit, on, or, this, more, likely, rival, jealous, cave, dweller, come, club, to, death, for, collection, bones, usefully, shaped, stones, but, one, biggest, risks, primitive, man, indeed, all, animals, falling, off, stuff, cliffs, mountains, even, tall, tree, climbed, search, some, honey, any, distance, days, before, medicine, surefire, way, limiting, expectancy, broken, bone, spelled, almost, ...]"
166,12947,29.36,16.34,0.41,4,"[president, obama, wants, to, give, americans, two, free, years, of, community, college, in, part, help, boost, the, economy, critics, argue, that, country, is, already, a, huge, amount, debt, and, afford, such, program, they, also, question, effect, this, plan, will, have, on, so, what, value, does, really, offer, how, important, it, make, education, according, white, house, higher, best, way, climb, socioeconomic, ladder, see, as, for, low-income, students, break, into, middle, class, growing, fix, our, report, states, benefits, post-secondary, are, well, documented, major, implications, economic, growth, equality, social, mobility, fact, many, studies, both, sides, aisle, corroborate, including, reports, by, left-leaning, policy, institute, ...]"
167,13002,36.48,13.99,0.28,6,"[years, ago, a, torn, acl, was, career-ending, injury, for, an, elite, athlete, with, advances, in, technology, surgical, procedures, and, rehabilitation, however, now, has, excellent, chance, of, returning, to, high-quality, sports, participation, keep, the, joint, stable, set, four, keeps, knee, hinge-like, position, while, you, move, two, on, either, side, your, medial, lateral, collateral, connect, femur, tibia, limit, shifting, movement, left, or, right, other, anterior, posterior, cruciate, from, base, top, they, cross, each, prevent, excessive, forward, backward, as, well, twisting, direction, if, is, forceful, enough, any, these, may, snap, including, once, cannot, regenerate, repair, itself, reconstruction, operation, typically, one-hour, outpatient, procedure, performed, ...]"
168,12986,26.79,14.71,0.15,4,"[a, good, chance, that, the, pumpkin, pie, you, made, last, thanksgiving, have, an, ounce, of, in, it, how, is, possible, canned, goes, into, most, actually, from, squash, called, dickinson, yeah, not, shred, cans, at, all, and, shame, fine, but, superfood, first, time, word, appeared, writing, was, cinderella, which, he, wrote, late, 17th, century, before, then, known, as, pumpion, things, few, works, where, did, pumpkins, come, like, so, many, our, originated, central, america, its, way, over, to, europe, with, grew, early, 7, 000, bc, played, mexican, native, american, food, ever, since, even, one, foods, served, very, back, 1621, though, definitely, americans, ...]"
169,12984,24.58,13.42,0.45,4,"[story, to, me, is, the, best, part, of, don, we, all, know, a, great, businessman, but, came, this, country, without, knowing, culture, language, it, reminds, my, grandfather, who, as, an, immigrant, and, he, quickly, understood, started, business, not, that, long, ago, i, think, now, has, over, 400, stores, in, united, states, incredible, success, your, everyday, ceo, works, hard, rolls, up, his, sleeves, really, gets, into, day-to-day, operations, which, day, age, unusual, with, mr, chang, also, gives, back, community, much, what, does, forever, 21, family, on, behalf, something, entrepreneurs, strive, do, understands, consumer, very, well, reacts, they, provide, wonderful, service, so, ...]"
170,13004,36.68,14.52,0.06,4,"[swollen, feet, or, legs, an, ailment, that, pregnant, women, know, far, too, well, but, they, the, only, of, condition, also, called, edema, take, a, look, at, how, progresses, you, see, here, pair, normal, and, now, compare, to, this, puffy, appear, because, fluid, has, built, up, in, spaces, between, cells, body, footsmart, recommends, consulting, your, physician, for, professional, diagnosis, seen, telltale, swelling, from, talk, about, some, other, symptoms, happens, when, small, blood, vessels, leak, release, into, nearby, tissue, causing, area, swell, may, notice, gets, worse, as, day, have, higher, risk, if, are, diabetic, suffer, kidney, heart, liver, vessel, conditions, such, varicose, ...]"
171,13010,31.1,14.79,0.05,3,"[no, secret, that, water, is, the, most, consumed, liquid, on, planet, so, it, sort, of, scary, people, know, just, how, toxic, can, be, even, by, using, like, iodine, chlorine, and, dioxide, you, are, still, at, risk, these, chemicals, harmful, to, humans, animals, environment, some, may, rid, certain, but, they, cannot, beat, natural, purification, process, earth, does, volcanoes, produce, rock, formations, known, as, dissolved, heat, sulfuric, acid, within, volcanic, system, becoming, salts, which, delivered, through, vents, located, ocean, floors, deep, surface, freshwater, springs, necessary, life, mix, with, waste, in, purify, sustain, global, industrialization, increased, use, agricultural, industrial, our, supply, being, contaminated, ...]"
172,12951,31.91,15.85,0.21,9,"[earth, a, planet, like, none, other, ever, discovered, lush, temperate, and, home, to, millions, of, species, plants, animals, undersea, creatures, human, beings, why, is, teeming, with, life, when, all, the, planets, in, our, solar, system, appear, welcome, space, school, topic, largest, four, rocky, inner, others, mercury, mars, only, whose, name, english, not, derived, from, greco-roman, mythology, it, comes, anglo-saxon, word, for, ground, or, soil, ertha, but, us, what, makes, unique, that, known, place, universe, supports, was, made, out, left, over, as, newly, formed, sun, cooled, fifth-largest, 4, 6, billion, years, old, natural, satellite, moon, orbits, nearly, 239, 000, miles, up, ...]"
173,12943,28.62,12.01,0.12,6,"[in, this, video, going, to, demonstrate, how, administer, cpr, on, an, adult, okay, suppose, you, find, someone, lying, down, the, floor, what, are, do, first, assess, scene, look, around, make, sure, is, safe, there, safety, hazards, a, chemical, spill, electrical, wires, gas, fumes, or, anything, dangerous, help, anyone, if, become, victim, too, check, person, for, response, tap, shake, shoulder, and, shout, not, get, from, yell, next, tell, specific, bystander, phone, 911, emergency, number, aed, very, importantly, come, back, many, facilities, stores, schools, airports, conventions, sports, arenas, will, have, available, breathing, only, gasping, need, scan, body, forth, head, abdomen, at, least, ...]"
174,12949,27.66,14.19,0.19,3,"[typical, office, workers, will, spend, up, to, eight, years, of, their, lives, sitting, at, a, workstation, this, means, that, it, is, extremely, important, be, positioned, correctly, and, move, regularly, in, order, reduce, the, risk, long-term, health, problems, here, are, some, guidelines, for, setting, your, workspace, adjust, chair, so, back, supported, against, backrest, thighs, horizontal, feet, flat, on, floor, leave, small, gap, between, legs, front, seat, shoulders, should, relaxed, with, arms, bent, approximately, 90, degrees, monitor, one, arm-length, away, top, eye, level, or, just, below, lighting, also, desk, lamp, help, you, avoid, straining, eyes, by, following, these, able, concentrate, better, work, ...]"
175,13103,24.87,14.26,0.17,3,"[whether, your, bedroom, is, formal, funky, modern, or, traditional, it, should, be, a, place, of, comfort, here, are, four, tips, to, making, love, lounge, first, want, choose, bed, that, supports, design, as, well, body, the, 101, on, choosing, canopy, can, have, draped, fabric, covering, not, this, frame, bare, but, still, stylish, usually, platform, has, no, foot-, headboard, and, elevated, foot, so, above, ground, by, legs, framing, trundle, stored, sliding, under, another, casters, sleigh, scrolled, and/or, footboard, resembling, shape, need, store, stuff, forget, outside, furniture, useful, inside, dresser, great, display, books, collection, vintage, objects, displays, jewelry, in, unique, way, just, because, ...]"
176,13104,19.12,14.52,0.42,3,"[the, single, most, important, habit, of, successful, entrepreneurs, and, people, in, general, is, dedication, to, punctuality, it, possible, that, simply, being, where, supposed, be, when, there, as, promised, without, exception, excuse, every, time, all, so, powerful, literally, determines, success, or, failure, a, person, reveals, great, deal, about, himself, by, his, lack, if, you, are, not, punctual, others, wish, positively, influence, likely, negatively, judge, gives, right, expect, demand, treat, your, with, utmost, respect, cannot, hope, have, show, little, no, for, theirs, gains, advantage, over, staff, associates, vendors, clients, everybody, who, keep, appointments, on, scheduled, commitments, stick, schedule, many, smartest, influential, they, ...]"
177,13102,26.67,13.54,0.14,3,"[budget, airlines, are, booming, about, a, quarter, of, passengers, taking, flights, on, them, but, does, slashing, costs, mean, sacrificing, training, maintenance, and, safety, it, that, low-cost, carrier, is, the, biggest, advertisement, for, an, airline, low-budget, do, cut, by, charging, food, luggage, extra, legroom, none, impacts, they, also, save, money, paying, pilots, less, carriers, because, pay, as, much, to, crew, attract, higher, level, experienced, pilot, unsafe, means, may, have, experience, experts, say, who, work, actually, fly, more, days, than, their, counterparts, at, larger, which, increases, likelihood, fatigue, planes, themselves, tired, even, when, old, constantly, maintained, progressive, program, so, whether, gets, one, ...]"
178,13183,28.57,14.17,0.12,2,"[six, times, a, year, these, giants, battle, each, other, for, top, placement, in, most, beloved, traditional, sport, sumo, highly, ritualized, this, dates, back, more, than, thousand, years, originating, as, rite, of, the, shinto, religion, matches, are, true, window, into, an, earlier, era, participants, wear, colorful, gara, stomping, drives, evil, spirits, from, ring, while, tossing, sacred, salt, gods, before, is, sullied, by, presence, surprising, about, sheer, size, diet, that, includes, chanko, nabe, stew, made, fatty, meats, cabbage, eggs, and, bean, helps, them, bulk, up, entering, girth, rules, simple, knock, your, opponent, down, or, out, slam, slap, toss, opponents, submission, it, usually, ...]"
179,13187,38.57,13.54,0.6,2,"[named, for, a, town, in, coastal, thailand, sriracha, is, one, of, the, most, popular, hot, sauces, but, inside, crimson, condiment, that, makes, it, so, starters, red, jalapeno, chili, peppers, add, nice, dash, spice, thanks, to, mouth-burning, capsaicin, compound, actually, an, irritant, mammals, which, explains, why, heat, on, when, contact, with, trigeminal, nerve, charge, conveying, temperature, and, pain, brain, garlic, also, activates, receptor, specifically, trpa1, same, protein, responsible, sting, wasabi, far, less, irritating, are, other, five, main, taste, elements, communicated, directly, your, sweet, salty, sour, bitter, umami, k, savory, instance, encounter, sugar, they, instantly, send, flood, messages, hashtag, as, salt, sauce, ...]"
180,13300,25.46,15.08,0.27,6,"[so, imagine, this, just, returned, from, your, dream, beach, holiday, and, it, was, glorious, but, now, over, feeling, a, little, bit, irritable, bloated, sleepy, probably, suffering, jet, lag, the, first, mention, of, term, made, by, horace, sutton, in, 1966, los, angeles, times, he, said, that, jets, travel, fast, they, leave, body, rhythms, behind, you, know, what, actually, pretty, close, to, mark, human, bodies, are, governed, circadian, clocks, these, keep, our, internal, systems, an, almost, exactly, 24-hour, repeating, pattern, means, my, has, good, sense, when, time, get, up, go, sleep, rhythm, if, then, take, send, say, london, bedtime, is, mid-afternoon, effectively, ...]"
181,13290,33.16,13.67,0.11,4,"[welcome, aboard, american, airlines, and, your, personal, first-class, suite, please, allow, us, a, few, moments, to, familiarize, you, with, some, of, the, controls, unique, features, premium, seat, as, board, settle, in, there, are, several, areas, stow, items, including, side, console, bottle, holder, next, must, be, empty, for, taxi, takeoff, landing, coat, hook, on, panel, front, near, aisle, flight, attendant, will, provide, drinks, bose, headsets, before, find, variety, ports, jacks, in-flight, entertainment, operation, ways, control, lighting, reading, light, can, controlled, by, using, round, blue-lit, button, overhead, is, handheld, remote, monitor, or, this, turn, mood, access, tray, table, lift, lever, pull, out, ...]"
182,13302,19.78,13.15,0.35,3,"[it, looks, like, something, from, a, horror, movie, well, for, residents, in, goulburn, southern, australia, was, reality, they, had, horrifying, shock, when, thousands, of, baby, spiders, quite, literally, rained, down, the, sky, town, invaded, by, as, homes, and, gardens, were, reportedly, covered, with, mounds, their, silky, threads, whilst, terrifying, scenes, would, probably, cause, mass, panic, most, places, phenomenon, commonly, known, spider, rain, or, angel, hair, uncommon, across, parts, actually, word, ballooning, is, form, transportation, basically, some, species, climb, to, highest, heights, possibly, can, tops, plants, trees, then, use, web, silk, tiny, parachutes, just, leap, off, catches, on, breeze, carries, wherever, ...]"
183,13294,27.89,15.11,0.19,2,"[most, people, myself, included, have, a, spice, rack, full, of, stuff, been, around, since, the, beginning, time, so, today, gonna, talk, about, three, herbs, and, spices, that, everyone, should, because, actually, going, to, use, them, do, your, eyes, glaze, over, every, you, see, then, herbes, de, provence, is, seasoning, for, mix, dried, lavender, thyme, basil, other, even, little, tiny, pinch, it, packed, with, flavor, fragrance, goes, many, things, can, put, on, all, kinds, meat, fish, really, great, roasted, potatoes, next, called, garam, masala, blend, coriander, cumin, cinnamon, traditionally, used, in, indian, cooking, but, sorts, ways, i, like, as, rub, grilled, ...]"
184,13185,24.82,14.96,0.05,3,"[hi, there, does, it, worry, you, to, order, prescription, glasses, online, when, not, really, sure, how, read, your, well, no, more, with, just, a, few, simple, terms, be, able, any, so, get, started, the, first, need, know, are, od, and, os, stands, for, right, eye, left, some, prescriptions, have, an, r, l, next, we, sph, which, spherical, error, this, number, is, basically, strong, lens, needs, correct, vision, plus, sign, means, far-sighted, negative, near-sighted, now, if, astigmatism, going, see, cyl, axis, on, visual, condition, where, completely, but, shaped, like, football, degree, at, represents, blurred, from, one, 180, degrees, add, term, used, ...]"
185,13296,28.14,12.02,0.26,3,"[this, stealthy, u, s, fighter, jet, has, been, called, the, most, expensive, weapon, system, in, world, price, tag, for, lockheed, f-35, lightning, ii, program, 400, billion, dollars, more, than, 100, f-35s, are, currently, being, flight-tested, and, built, to, do, amazing, things, like, vertical, takeoff, landing, capability, a, top, speed, of, 1, 200, miles, an, hour, ability, fly, as, high, 50, 000, feet, range, 300, on, its, internal, fuel, tanks, advanced, materials, specifically, designed, airframe, allow, evade, radar, systems, that, could, detect, older, fighters, pentagon, started, developing, what, would, become, 1990s, project, build, one, three, military, branches, martin, was, tapped, 2001, ...]"
186,13292,35.54,12.88,0.35,4,"[as, a, young, man, in, city, just, back, from, world, war, i, france, walt, disney, looked, at, the, one, big, possibility, already, an, artist, he, was, intrigued, by, creative, opportunities, of, film, while, working, for, ad, company, met, ub, who, became, his, close, friend, and, colleague, two, explored, camera, effects, setting, their, lifelong, careers, motion, first, innovation, series, silent, alice, comedies, where, live-action, little, girl, would, interact, with, cat, wonderland, cartoon, characters, pilot, made, missouri, but, on, its, strength, move, to, hollywood, 1923, next, came, oswald, lucky, rabbit, cheery, mischief-maker, whose, paved, way, superstar, vocal, alter, ego, mickey, mouse, you, ...]"
